11:46:54 - Starting servent [localhost|1500]
11:46:54 - Pausing for 600000 ms
11:46:56 - Sending message [1500|0||NEW_NODE|1100]
11:48:10 - Got message [1600|54||BUDDY_BACKUP|1500]
11:48:11 - Sending message [1500|56||BUDDY_BACKUP|1400]
11:48:15 - Got message [1400|64||BUDDY_BACKUP|1500]
11:48:15 - Sending message [1500|61||BUDDY_BACKUP|1600]
11:48:16 - Got message [1600|59||BUDDY_BACKUP|1500]
11:48:16 - Sending message [1500|60||BUDDY_BACKUP|1400]
11:48:20 - Got message [1600|63||BUDDY_BACKUP|1500]
11:48:20 - Got message [1400|70||BUDDY_BACKUP|1500]
11:48:20 - Sending message [1500|65||BUDDY_BACKUP|1600]
11:48:21 - Sending message [1500|64||BUDDY_BACKUP|1400]
11:48:25 - Got message [1600|67||BUDDY_BACKUP|1500]
11:48:25 - Got message [1400|73||BUDDY_BACKUP|1500]
11:48:26 - Sending message [1500|71||BUDDY_BACKUP|1600]
11:48:26 - Sending message [1500|70||BUDDY_BACKUP|1400]
11:48:30 - Got message [1600|73||BUDDY_BACKUP|1500]
11:48:30 - Sending message [1500|72||BUDDY_BACKUP|1400]
11:48:31 - Got message [1400|78||BUDDY_BACKUP|1500]
11:48:31 - Sending message [1500|73||BUDDY_BACKUP|1600]
11:48:35 - Sending message [1500|79||BUDDY_BACKUP|1600]
11:48:36 - Got message [1400|82||BUDDY_BACKUP|1500]
11:48:36 - Got message [1600|75||BUDDY_BACKUP|1500]
11:48:36 - Sending message [1500|78||BUDDY_BACKUP|1400]
11:48:40 - Sending message [1500|83||BUDDY_BACKUP|1600]
11:48:40 - Got message [1600|81||BUDDY_BACKUP|1500]
11:48:41 - Sending message [1500|82||BUDDY_BACKUP|1400]
11:48:41 - Got message [1400|86||BUDDY_BACKUP|1500]
11:48:46 - Sending message [1500|87||BUDDY_BACKUP|1600]
11:48:46 - Got message [1400|90||BUDDY_BACKUP|1500]
11:48:46 - Got message [1600|84||BUDDY_BACKUP|1500]
11:48:46 - Sending message [1500|86||BUDDY_BACKUP|1400]
11:48:50 - Got message [1400|94||BUDDY_BACKUP|1500]
11:48:51 - Sending message [1500|90||BUDDY_BACKUP|1400]
11:48:51 - Got message [1600|89||BUDDY_BACKUP|1500]
11:48:51 - Sending message [1500|91||BUDDY_BACKUP|1600]
11:48:55 - Sending message [1500|94||BUDDY_BACKUP|1400]
11:48:56 - Got message [1400|98||BUDDY_BACKUP|1500]
11:48:56 - Got message [1600|92||BUDDY_BACKUP|1500]
11:48:56 - Sending message [1500|95||BUDDY_BACKUP|1600]
11:49:00 - Sending message [1500|98||BUDDY_BACKUP|1400]
11:49:00 - Sending message [1500|99||BUDDY_BACKUP|1600]
11:49:01 - Got message [1600|97||BUDDY_BACKUP|1500]
11:49:01 - Got message [1400|102||BUDDY_BACKUP|1500]
