23:12:28 - Starting servent [localhost|1300]
23:12:28 - Pausing for 600000 ms
23:12:29 - Sending message [1300|0||NEW_NODE|1100]
23:14:34 - Got message [1200|102||BUDDY_BACKUP|1300]
23:14:34 - Sending message [1300|96||BUDDY_BACKUP|1200]
23:14:38 - Sending message [1300|101||BUDDY_BACKUP|1400]
23:14:39 - Got message [1400|97||BUDDY_BACKUP|1300]
23:14:39 - Sending message [1300|100||BUDDY_BACKUP|1200]
23:14:39 - Got message [1200|108||BUDDY_BACKUP|1300]
23:14:43 - Got message [1200|111||BUDDY_BACKUP|1300]
23:14:44 - Sending message [1300|107||BUDDY_BACKUP|1400]
23:14:44 - Sending message [1300|106||BUDDY_BACKUP|1200]
23:14:44 - Got message [1400|101||BUDDY_BACKUP|1300]
23:14:48 - Got message [1200|116||BUDDY_BACKUP|1300]
23:14:49 - Sending message [1300|109||BUDDY_BACKUP|1200]
23:14:49 - Got message [1400|107||BUDDY_BACKUP|1300]
23:14:49 - Sending message [1300|110||BUDDY_BACKUP|1400]
23:14:54 - Sending message [1300|114||BUDDY_BACKUP|1200]
23:14:54 - Sending message [1300|115||BUDDY_BACKUP|1400]
23:14:54 - Got message [1400|110||BUDDY_BACKUP|1300]
23:14:54 - Got message [1200|120||BUDDY_BACKUP|1300]
23:14:59 - Got message [1200|124||BUDDY_BACKUP|1300]
23:14:59 - Sending message [1300|118||BUDDY_BACKUP|1200]
23:14:59 - Got message [1400|115||BUDDY_BACKUP|1300]
23:14:59 - Sending message [1300|119||BUDDY_BACKUP|1400]
